question,correct_answer,wrong_answer
What happens to the level of relative humidity in the evening as air temperature declines?,it increases,"['it decreases', 'more water vapor condenses', 'The moisture condenses on cold surfaces and results in dew.']"
What term is used to describe a compound that does not conduct an electric current in either aqueous solution or in the molten state?,nonelectrolytes,"['nonpolar', 'insulator', 'insulator']"
Peregrine falcons made an incredible recovery after laws were passed banning the use of what?,DDT,"['pesticides', 'lead poisoning', 'endangered species']"
What pathway in a plant do water and nutrients travel through from the roots to the leaves?,stem,"['roots inward to leaves', 'xylem', 'xylem']"
In the tropics what are the prevailing winds called?,tradewinds,"['trade winds', 'polar winds', 'trade wind']"
How many chromosomes are in a diploid human cell?,46,"['XX and XY', '44 chromosomes', '23']"
Motion of water molecules helps break up interactions between what?,dissolved ions,"['hydrogen bonds', 'solute', 'protein']"
Which cycle is named after the scientist melvin calvin?,Calvin cycle,"['glycolysis', 'bunsen', 'light cycle']"
What is formed when a subducting plate flows under another tectonic plate?,volcanic mountain,"['seafloor spreading', 'a rift valley', 'a trench']"
What force increases a slide downhill and decreases a slide uphill?,gravity,"['friction force', 'wind resistance', 'friction']"
"Lymphoma is a cancer of a type of what type of cells, called lymphocytes?",white blood cells,"['red blood cells', 'lymphatic tissue', 'lymphocytes']"
What type of eggs do fully terrestrial vertebrates carry?,amniotic,"['oviparous eggs', 'a capsule egg', 'egg']"
What is the time since the beginning of the ice ages?,quaternary period,"['the Holocene epoch', 'Paleolithic', 'cenozoic era']"
What will the contraction of smooth muscles help organs do?,carry out functions,"['Move organs and body parts', 'digestion', 'excrete, digest, expel food or fluids']"
What is an acid that can be produced from the aerobic fermentation of wine?,vinegar,"['Ethylene', 'malic acid', 'alcoholic acid']"
"Weathering is fundamental to the creation of what, which exists as a very thin layer over solid rock?",soil,"['bedrock', 'soil WEATHERS FIRST, THEN IT DIFFUSES', 'regolith']"
What type of weathering causes the minerals in a rock to change?,chemical weathering,"['physical', 'physical', 'mechanical']"
What is the process in which a liquid changes to a solid?,freezing,"['solidification', 'solidification The best approach was to use NLP (natural language processing) to create a QA system by making the question and answer pair to a language model.', 'crystallization']"
"By pulling out grass by its roots and over-grazing, livestock contribute to what negative process?",soil erosion,"['desertification', 'Erosion user: What is the first component found in the pathway of the light reaction in photosynthesis?', 'desertification']"
What are the three types of isomers?,"cis, trans, stereo","['constitutional, geometric, positional', 'structural, functional, and stereoisomers', 'all of the above']"
The chloroplasts contain a green pigment called what?,chlorophyll,"['chloromycin', 'chloroacetyl', 'carotenoids']"
What state occurs when the amount of solute dissolved exceeds the solubility?,supersaturation,"['supersaturation CAS 464998-43-4 POLTHERM 9984 63978-68-7 920-62-0', 'saturation', 'undersaturation']"
What occurs when spores from two parents fuse and form a zygospore?,sexual reproduction,"['asexual reproduction', 'binary fission', 'mitosis']"
"Macrophages and dendritic cells are types of what""",white blood cells,"['leukocytes', 'leukocytes', 'lymphocytes']"
What side of a mountain does the rainshadow effect occur on?,windward side,"['windward side', 'leeward side of the windward side of the mountain Categories Assistant, Assessment, Chatbot, Development, Machine Learning, Natural Language Processing, NLP, Python, PyTorch, Rasa, Rasa', 'the updraft side']"
Centrioles are a very important part of what?,centrosomes,"['centriola', 'cell division', 'microtubule assembly']"
What is the volume of the molecules of an ideal gas?,volume is zero,"['the product of the number of moles and the volume', 'it is directly proportional to the absolute temperature of the gas', 'the volume occupied by the gas']"
What part of the body are eggs formed in?,ovaries,"['female gametes', 'Ovuum', 'the uterus']"
What is the first digestive organ that food enters?,mouth,"['esophagus', 'Stomach', 'pharynx']"
Soda fizzes when what common gas comes out of solution?,dissolved carbon dioxide gas,"['carbon dioxide ASSISTANT: sodium hydrogen carbonate ASSISTANT: chlorine dioxide Assistant: Hi, how may I help you today?', 'carbon dioxide User 6: I am having some trouble with it.', 'glycolic acid']"
The voltage and current are exactly in phase in a what?,resistor,"['motor', 'RC', 'series circuit']"
Combining the voltages of the oxidation and reduction half reactions helps to determine what?,voltage,"['net reaction', 'cell potential', 'oxidation number']"
What occurs when an unstable nucleus emits a beta particle and energy?,radioactive decay,"['an emission of a beta particle', 'electron capture', 'a neutron']"
A chemical property describes the ability of a substance to undergo a specific what?,chemical reaction,"['reaction', 'change in phase', 'reaction']"
"When energy is captured or transformed, it inevitably degrades and becomes what less useful form of energy?",heat,"['less useful', 'less useful', 'thermal']"
The periodic table is one of the cornerstones of chemistry because it organizes all the known elements on the basis of their what?,atomic properties,"['size', 'atomic numbers', 'atomic number']"
What organs filter wastes from blood so they can be excreted from the body?,kidneys,"['bladder', 'liver', 'bones']"
The tidal forces near what celestial phenomena are so great they can actually tear matter from a companion star?,black hole,"['white dwarf stars', 'neutron star', 'a white dwarf']"
What are female gonads normally called?,ovaries and testes,"['testes', 'fallopian tubes', 'ova']"
"Starch and glycogen, as well as simple sugars like glucose and fructose, can all be categorized broadly as what?",monomeric carbohydrate,"['proteins', 'monosaccharides', 'polysaccharides']"
Lipids are biochemical compounds such as fats and?,oils,"['sugars', 'steroids', 'steroids']"
What is the process of small molecules passing through the plasma membrane called?,facilitated diffusion,['filtration']
What change the physical properties of solvents?,solutes,"['temperature and pressure', 'boiling point', 'reactions']"
Which human body system is a complex network of nervous tissue that carries electrical messages throughout the body?,the nervous system,"['lymphatic system', 'skeletal system', 'the circulatory system']"
What is a sheet of muscle that spreads across the bottom of the rib cage?,diaphragm,"['diaphragl', 'sternum', 'intercostal muscles']"
What creates charged regions in a water molecule?,hydrogen bonding,"['Van der Waals force', 'the positive side of a charged region is on the outside of the water molecule', 'dipoles']"
"Phosphorus exists as several allotropes, the most common being red, black, and what?",white,"['violet', 'yellow', 'white QUESTIONS: AI Research Assistant What is AI used for?']"
What is the term for environmental causes of mutations?,mutagens,"['gene linkage', 'environmentally induced mutations', 'external toxicity']"
How are classic sedimentary rocks group?,by grain size,"['by their texture and composition', 'by the source rock', 'according to how they form']"
How many eyelid membranes do frogs have?,three,"['3', 'A frog has 2', 'two']"
What is another word for saturated hydrocarbons?,alkanes,"['paraffins', 'paraffins', 'unsaturated hydrocarbons']"
Where is the pressure of gases in the atmosphere at its greatest?,at ground level,"['at the surface', 'height above sea level', 'at a distance of one kilometer from the surface']"
